algorithm,descriptors,training_set,word_embedding,unique_q,correct_q,gt_exist,ratio_corr_ext,src,target,task
craftdroid,intersection,empty,jaccard,12,2,2,1.0,a21,a24,b22
craftdroid,intersection,empty,jaccard,11,2,3,0.6666666666666666,a21,a25,b22
craftdroid,intersection,empty,jaccard,5,2,3,0.6666666666666666,a22,a21,b22
craftdroid,intersection,empty,jaccard,6,1,3,0.3333333333333333,a22,a23,b22
craftdroid,intersection,empty,jaccard,8,3,3,1.0,a22,a24,b22
craftdroid,intersection,empty,jaccard,8,3,4,0.75,a22,a25,b22
craftdroid,intersection,empty,jaccard,7,0,2,0.0,a23,a21,b22
craftdroid,intersection,empty,jaccard,8,1,3,0.3333333333333333,a23,a22,b22
craftdroid,intersection,empty,jaccard,7,2,4,0.5,a23,a24,b22
craftdroid,intersection,empty,jaccard,4,1,1,1.0,a23,a25,b22
craftdroid,intersection,empty,jaccard,10,0,2,0.0,a24,a21,b22
craftdroid,intersection,empty,jaccard,7,0,2,0.0,a24,a22,b22
craftdroid,intersection,empty,jaccard,6,0,2,0.0,a24,a23,b22
craftdroid,intersection,empty,jaccard,13,2,3,0.6666666666666666,a24,a25,b22
craftdroid,intersection,empty,jaccard,11,1,3,0.3333333333333333,a25,a21,b22
craftdroid,intersection,empty,jaccard,5,0,3,0.0,a25,a22,b22
craftdroid,intersection,empty,jaccard,9,0,3,0.0,a25,a23,b22
craftdroid,intersection,empty,jaccard,11,1,1,1.0,a25,a24,b22
craftdroid,intersection,empty,jaccard,9,0,0,0.0,a33,a35,b31
craftdroid,intersection,empty,jaccard,16,1,4,0.25,a33,a35,b32
craftdroid,intersection,empty,jaccard,29,5,6,0.8333333333333334,a35,a33,b31
craftdroid,intersection,empty,jaccard,17,2,4,0.5,a35,a33,b32
craftdroid,intersection,empty,jaccard,9,2,2,1.0,a43,a44,b41
craftdroid,intersection,empty,jaccard,18,3,5,0.6,a43,a44,b42
craftdroid,intersection,empty,jaccard,9,2,2,1.0,a43,a45,b41
craftdroid,intersection,empty,jaccard,18,3,5,0.6,a43,a45,b42
craftdroid,intersection,empty,jaccard,9,2,2,1.0,a44,a43,b41
craftdroid,intersection,empty,jaccard,18,3,5,0.6,a44,a43,b42
craftdroid,intersection,empty,jaccard,9,2,2,1.0,a44,a45,b41
craftdroid,intersection,empty,jaccard,9,2,2,1.0,a45,a43,b41
craftdroid,intersection,empty,jaccard,18,3,5,0.6,a45,a43,b42
craftdroid,intersection,empty,jaccard,9,2,2,1.0,a45,a44,b41
craftdroid,intersection,empty,jaccard,18,3,5,0.6,a45,a44,b42
craftdroid,intersection,empty,jaccard,3,0,3,0.0,a51,a52,b52
craftdroid,intersection,empty,jaccard,1,1,3,0.3333333333333333,a51,a53,b52
craftdroid,intersection,empty,jaccard,4,2,3,0.6666666666666666,a51,a54,b52
craftdroid,intersection,empty,jaccard,2,1,3,0.3333333333333333,a51,a55,b52
craftdroid,intersection,empty,jaccard,4,1,3,0.3333333333333333,a52,a53,b52
craftdroid,intersection,empty,jaccard,7,2,3,0.6666666666666666,a52,a55,b52
craftdroid,intersection,empty,jaccard,4,1,3,0.3333333333333333,a53,a51,b52
craftdroid,intersection,empty,jaccard,11,1,3,0.3333333333333333,a53,a52,b52
craftdroid,intersection,empty,jaccard,6,3,4,0.75,a53,a54,b52
craftdroid,intersection,empty,jaccard,6,3,4,0.75,a53,a55,b52
craftdroid,intersection,empty,jaccard,6,2,3,0.6666666666666666,a54,a51,b52
craftdroid,intersection,empty,jaccard,5,1,3,0.3333333333333333,a54,a52,b52
craftdroid,intersection,empty,jaccard,6,3,4,0.75,a54,a53,b52
craftdroid,intersection,empty,jaccard,13,2,4,0.5,a54,a55,b52
craftdroid,intersection,empty,jaccard,5,0,3,0.0,a55,a51,b52
craftdroid,intersection,empty,jaccard,7,1,3,0.3333333333333333,a55,a52,b52
craftdroid,intersection,empty,jaccard,5,3,4,0.75,a55,a53,b52
craftdroid,intersection,empty,jaccard,13,3,4,0.75,a55,a54,b52
atm,intersection,empty,jaccard,9,2,2,1.0,a11,a14,b12
atm,intersection,empty,jaccard,8,1,2,0.5,a13,a11,b12
atm,intersection,empty,jaccard,6,2,2,1.0,a13,a14,b12
atm,intersection,empty,jaccard,9,2,2,1.0,a14,a11,b12
atm,intersection,empty,jaccard,8,1,2,0.5,a14,a13,b12
atm,intersection,empty,jaccard,6,2,3,0.6666666666666666,a21,a22,b22
atm,intersection,empty,jaccard,3,1,3,0.3333333333333333,a21,a23,b22
atm,intersection,empty,jaccard,9,2,2,1.0,a21,a24,b22
atm,intersection,empty,jaccard,8,2,3,0.6666666666666666,a21,a25,b22
atm,intersection,empty,jaccard,3,2,3,0.6666666666666666,a22,a21,b22
atm,intersection,empty,jaccard,4,1,3,0.3333333333333333,a22,a23,b22
atm,intersection,empty,jaccard,5,3,3,1.0,a22,a24,b22
atm,intersection,empty,jaccard,4,3,4,0.75,a22,a25,b22
atm,intersection,empty,jaccard,6,0,2,0.0,a23,a21,b22
atm,intersection,empty,jaccard,5,1,3,0.3333333333333333,a23,a22,b22
atm,intersection,empty,jaccard,5,3,4,0.75,a23,a24,b22
atm,intersection,empty,jaccard,6,3,3,1.0,a23,a25,b22
atm,intersection,empty,jaccard,9,1,2,0.5,a24,a21,b22
atm,intersection,empty,jaccard,5,2,2,1.0,a24,a22,b22
atm,intersection,empty,jaccard,6,0,2,0.0,a24,a23,b22
atm,intersection,empty,jaccard,11,2,3,0.6666666666666666,a24,a25,b22
atm,intersection,empty,jaccard,8,1,3,0.3333333333333333,a25,a21,b22
atm,intersection,empty,jaccard,5,2,3,0.6666666666666666,a25,a22,b22
atm,intersection,empty,jaccard,7,1,3,0.3333333333333333,a25,a23,b22
atm,intersection,empty,jaccard,8,1,1,1.0,a25,a24,b22
atm,intersection,empty,jaccard,12,0,0,0.0,a33,a35,b31
atm,intersection,empty,jaccard,7,0,0,0.0,a33,a35,b32
atm,intersection,empty,jaccard,17,6,6,1.0,a35,a33,b31
atm,intersection,empty,jaccard,10,3,4,0.75,a35,a33,b32
atm,intersection,empty,jaccard,8,2,2,1.0,a43,a44,b41
atm,intersection,empty,jaccard,14,5,5,1.0,a43,a44,b42
atm,intersection,empty,jaccard,8,2,2,1.0,a43,a45,b41
atm,intersection,empty,jaccard,14,5,5,1.0,a43,a45,b42
atm,intersection,empty,jaccard,8,2,2,1.0,a44,a43,b41
atm,intersection,empty,jaccard,14,5,5,1.0,a44,a43,b42
atm,intersection,empty,jaccard,8,2,2,1.0,a44,a45,b41
atm,intersection,empty,jaccard,12,5,5,1.0,a44,a45,b42
atm,intersection,empty,jaccard,8,2,2,1.0,a45,a43,b41
atm,intersection,empty,jaccard,15,5,5,1.0,a45,a43,b42
atm,intersection,empty,jaccard,8,2,2,1.0,a45,a44,b41
atm,intersection,empty,jaccard,16,5,5,1.0,a45,a44,b42
atm,intersection,empty,jaccard,2,1,3,0.3333333333333333,a51,a52,b52
atm,intersection,empty,jaccard,1,1,3,0.3333333333333333,a51,a53,b52
atm,intersection,empty,jaccard,2,2,3,0.6666666666666666,a51,a54,b52
atm,intersection,empty,jaccard,1,1,3,0.3333333333333333,a51,a55,b52
atm,intersection,empty,jaccard,3,1,3,0.3333333333333333,a52,a51,b52
atm,intersection,empty,jaccard,4,1,3,0.3333333333333333,a52,a53,b52
atm,intersection,empty,jaccard,3,2,3,0.6666666666666666,a52,a54,b52
atm,intersection,empty,jaccard,2,1,3,0.3333333333333333,a53,a51,b52
atm,intersection,empty,jaccard,8,3,3,1.0,a53,a52,b52
atm,intersection,empty,jaccard,3,3,4,0.75,a53,a54,b52
atm,intersection,empty,jaccard,3,3,4,0.75,a53,a55,b52
atm,intersection,empty,jaccard,3,2,3,0.6666666666666666,a54,a51,b52
atm,intersection,empty,jaccard,4,2,3,0.6666666666666666,a54,a52,b52
atm,intersection,empty,jaccard,4,3,4,0.75,a54,a53,b52
atm,intersection,empty,jaccard,10,3,4,0.75,a54,a55,b52
atm,intersection,empty,jaccard,3,1,3,0.3333333333333333,a55,a51,b52
atm,intersection,empty,jaccard,5,2,3,0.6666666666666666,a55,a52,b52
atm,intersection,empty,jaccard,4,3,4,0.75,a55,a53,b52
atm,intersection,empty,jaccard,9,4,4,1.0,a55,a54,b52
custom,atm,empty,jaccard,7,1,2,0.5,a11,a13,b12
custom,atm,empty,jaccard,8,2,2,1.0,a11,a14,b12
custom,atm,empty,jaccard,8,1,2,0.5,a13,a11,b12
custom,atm,empty,jaccard,9,2,2,1.0,a13,a14,b12
custom,atm,empty,jaccard,9,2,2,1.0,a14,a11,b12
custom,atm,empty,jaccard,8,2,2,1.0,a14,a13,b12
custom,atm,empty,jaccard,6,2,3,0.6666666666666666,a21,a22,b22
custom,atm,empty,jaccard,5,1,3,0.3333333333333333,a21,a23,b22
custom,atm,empty,jaccard,9,2,2,1.0,a21,a24,b22
custom,atm,empty,jaccard,8,3,4,0.75,a21,a25,b22
custom,atm,empty,jaccard,4,2,3,0.6666666666666666,a22,a21,b22
custom,atm,empty,jaccard,4,1,3,0.3333333333333333,a22,a23,b22
custom,atm,empty,jaccard,5,3,3,1.0,a22,a24,b22
custom,atm,empty,jaccard,4,3,4,0.75,a22,a25,b22
custom,atm,empty,jaccard,6,0,2,0.0,a23,a21,b22
custom,atm,empty,jaccard,6,1,3,0.3333333333333333,a23,a22,b22
custom,atm,empty,jaccard,5,3,4,0.75,a23,a24,b22
custom,atm,empty,jaccard,6,3,3,1.0,a23,a25,b22
custom,atm,empty,jaccard,5,2,2,1.0,a24,a22,b22
custom,atm,empty,jaccard,6,0,2,0.0,a24,a23,b22
custom,atm,empty,jaccard,4,0,0,0.0,a24,a25,b22
custom,atm,empty,jaccard,8,1,3,0.3333333333333333,a25,a21,b22
custom,atm,empty,jaccard,5,2,3,0.6666666666666666,a25,a22,b22
custom,atm,empty,jaccard,7,1,3,0.3333333333333333,a25,a23,b22
custom,atm,empty,jaccard,8,1,1,1.0,a25,a24,b22
custom,atm,empty,jaccard,13,0,0,0.0,a33,a35,b31
custom,atm,empty,jaccard,8,0,0,0.0,a33,a35,b32
custom,atm,empty,jaccard,9,1,2,0.5,a35,a33,b31
custom,atm,empty,jaccard,10,2,3,0.6666666666666666,a35,a33,b32
custom,atm,empty,jaccard,8,2,2,1.0,a43,a44,b41
custom,atm,empty,jaccard,15,5,5,1.0,a43,a44,b42
custom,atm,empty,jaccard,8,2,2,1.0,a43,a45,b41
custom,atm,empty,jaccard,15,5,5,1.0,a43,a45,b42
custom,atm,empty,jaccard,8,2,2,1.0,a44,a43,b41
custom,atm,empty,jaccard,15,5,5,1.0,a44,a43,b42
custom,atm,empty,jaccard,8,2,2,1.0,a44,a45,b41
custom,atm,empty,jaccard,15,5,5,1.0,a44,a45,b42
custom,atm,empty,jaccard,8,2,2,1.0,a45,a43,b41
custom,atm,empty,jaccard,15,5,5,1.0,a45,a43,b42
custom,atm,empty,jaccard,8,2,2,1.0,a45,a44,b41
custom,atm,empty,jaccard,15,5,5,1.0,a45,a44,b42
custom,atm,empty,jaccard,4,1,3,0.3333333333333333,a51,a52,b52
custom,atm,empty,jaccard,2,2,3,0.6666666666666666,a51,a53,b52
custom,atm,empty,jaccard,2,2,3,0.6666666666666666,a51,a54,b52
custom,atm,empty,jaccard,2,1,3,0.3333333333333333,a51,a55,b52
custom,atm,empty,jaccard,4,1,3,0.3333333333333333,a52,a53,b52
custom,atm,empty,jaccard,3,2,3,0.6666666666666666,a52,a54,b52
custom,atm,empty,jaccard,4,2,3,0.6666666666666666,a52,a55,b52
custom,atm,empty,jaccard,2,1,3,0.3333333333333333,a53,a51,b52
custom,atm,empty,jaccard,8,3,3,1.0,a53,a52,b52
custom,atm,empty,jaccard,3,3,4,0.75,a53,a54,b52
custom,atm,empty,jaccard,4,3,4,0.75,a53,a55,b52
custom,atm,empty,jaccard,3,2,3,0.6666666666666666,a54,a51,b52
custom,atm,empty,jaccard,4,2,3,0.6666666666666666,a54,a52,b52
custom,atm,empty,jaccard,3,3,4,0.75,a54,a53,b52
custom,atm,empty,jaccard,10,3,4,0.75,a54,a55,b52
custom,atm,empty,jaccard,3,1,3,0.3333333333333333,a55,a51,b52
custom,atm,empty,jaccard,5,2,3,0.6666666666666666,a55,a52,b52
custom,atm,empty,jaccard,3,3,4,0.75,a55,a53,b52
custom,atm,empty,jaccard,9,4,4,1.0,a55,a54,b52
