algorithm,descriptors,training_set,word_embedding,unique_q,correct_q,gt_exist,ratio_corr_ext,src,target,task
craftdroid,intersection,empty,jaccard,14,0,4,0.0,a63,a64,b61
craftdroid,intersection,empty,jaccard,3,0,0,0.0,a64,a61,b61
craftdroid,intersection,empty,jaccard,5,1,4,0.25,a64,a63,b61
craftdroid,intersection,empty,jaccard,26,2,4,0.5,a72,a73,b71
craftdroid,intersection,empty,jaccard,5,1,2,0.5,a72,a74,b71
craftdroid,intersection,empty,jaccard,14,2,4,0.5,a73,a72,b71
craftdroid,intersection,empty,jaccard,7,1,2,0.5,a73,a74,b71
craftdroid,intersection,empty,jaccard,2,0,0,0.0,a74,a72,b71
craftdroid,intersection,empty,jaccard,3,0,0,0.0,a74,a73,b71
craftdroid,intersection,empty,jaccard,5,0,2,0.0,a81,a82,b81
craftdroid,intersection,empty,jaccard,14,2,3,0.6666666666666666,a81,a83,b81
craftdroid,intersection,empty,jaccard,4,0,1,0.0,a81,a84,b81
craftdroid,intersection,empty,jaccard,4,1,3,0.3333333333333333,a82,a81,b81
craftdroid,intersection,empty,jaccard,5,1,3,0.3333333333333333,a82,a83,b81
craftdroid,intersection,empty,jaccard,8,0,0,0.0,a82,a84,b81
craftdroid,intersection,empty,jaccard,12,3,3,1.0,a83,a81,b81
craftdroid,intersection,empty,jaccard,3,1,3,0.3333333333333333,a83,a82,b81
craftdroid,intersection,empty,jaccard,6,1,3,0.3333333333333333,a83,a84,b81
craftdroid,intersection,empty,jaccard,9,2,4,0.5,a84,a81,b81
craftdroid,intersection,empty,jaccard,16,1,5,0.2,a84,a82,b81
craftdroid,intersection,empty,jaccard,12,2,4,0.5,a84,a83,b81
atm,intersection,empty,jaccard,25,3,4,0.75,a61,a62,b61
atm,intersection,empty,jaccard,12,0,3,0.0,a61,a63,b61
atm,intersection,empty,jaccard,20,1,4,0.25,a61,a64,b61
atm,intersection,empty,jaccard,2,0,0,0.0,a62,a61,b61
atm,intersection,empty,jaccard,3,0,1,0.0,a62,a63,b61
atm,intersection,empty,jaccard,10,2,6,0.3333333333333333,a62,a64,b61
atm,intersection,empty,jaccard,4,0,0,0.0,a63,a61,b61
atm,intersection,empty,jaccard,4,0,4,0.0,a63,a62,b61
atm,intersection,empty,jaccard,14,1,4,0.25,a63,a64,b61
atm,intersection,empty,jaccard,3,0,0,0.0,a64,a61,b61
atm,intersection,empty,jaccard,1,0,4,0.0,a64,a62,b61
atm,intersection,empty,jaccard,5,2,3,0.6666666666666666,a64,a63,b61
atm,intersection,empty,jaccard,19,3,4,0.75,a72,a73,b71
atm,intersection,empty,jaccard,7,2,3,0.6666666666666666,a72,a74,b71
atm,intersection,empty,jaccard,9,2,4,0.5,a73,a72,b71
atm,intersection,empty,jaccard,9,1,3,0.3333333333333333,a73,a74,b71
atm,intersection,empty,jaccard,6,2,2,1.0,a74,a72,b71
atm,intersection,empty,jaccard,8,0,0,0.0,a74,a73,b71
atm,intersection,empty,jaccard,5,0,2,0.0,a81,a82,b81
atm,intersection,empty,jaccard,13,1,4,0.25,a81,a83,b81
atm,intersection,empty,jaccard,8,2,3,0.6666666666666666,a81,a84,b81
atm,intersection,empty,jaccard,3,1,3,0.3333333333333333,a82,a81,b81
atm,intersection,empty,jaccard,11,2,3,0.6666666666666666,a82,a83,b81
atm,intersection,empty,jaccard,11,2,3,0.6666666666666666,a82,a84,b81
atm,intersection,empty,jaccard,7,3,3,1.0,a83,a81,b81
atm,intersection,empty,jaccard,3,2,3,0.6666666666666666,a83,a82,b81
atm,intersection,empty,jaccard,8,3,3,1.0,a83,a84,b81
atm,intersection,empty,jaccard,7,2,5,0.4,a84,a81,b81
atm,intersection,empty,jaccard,15,3,5,0.6,a84,a82,b81
atm,intersection,empty,jaccard,14,4,5,0.8,a84,a83,b81
custom,atm,empty,jaccard,26,3,4,0.75,a61,a62,b61
custom,atm,empty,jaccard,12,0,3,0.0,a61,a63,b61
custom,atm,empty,jaccard,17,0,4,0.0,a61,a64,b61
custom,atm,empty,jaccard,3,0,0,0.0,a62,a61,b61
custom,atm,empty,jaccard,6,0,1,0.0,a62,a63,b61
custom,atm,empty,jaccard,5,0,1,0.0,a62,a64,b61
custom,atm,empty,jaccard,4,0,0,0.0,a63,a61,b61
custom,atm,empty,jaccard,4,0,4,0.0,a63,a62,b61
custom,atm,empty,jaccard,11,0,4,0.0,a63,a64,b61
custom,atm,empty,jaccard,3,0,0,0.0,a64,a61,b61
custom,atm,empty,jaccard,2,0,4,0.0,a64,a62,b61
custom,atm,empty,jaccard,5,2,3,0.6666666666666666,a64,a63,b61
custom,atm,empty,jaccard,17,1,2,0.5,a72,a73,b71
custom,atm,empty,jaccard,7,2,3,0.6666666666666666,a72,a74,b71
custom,atm,empty,jaccard,11,2,4,0.5,a73,a72,b71
custom,atm,empty,jaccard,10,1,3,0.3333333333333333,a73,a74,b71
custom,atm,empty,jaccard,6,2,2,1.0,a74,a72,b71
custom,atm,empty,jaccard,14,1,1,1.0,a74,a73,b71
custom,atm,empty,jaccard,5,1,2,0.5,a81,a82,b81
custom,atm,empty,jaccard,12,3,4,0.75,a81,a83,b81
custom,atm,empty,jaccard,6,1,1,1.0,a81,a84,b81
custom,atm,empty,jaccard,6,2,3,0.6666666666666666,a82,a81,b81
custom,atm,empty,jaccard,12,2,3,0.6666666666666666,a82,a83,b81
custom,atm,empty,jaccard,6,1,1,1.0,a82,a84,b81
custom,atm,empty,jaccard,9,3,3,1.0,a83,a81,b81
custom,atm,empty,jaccard,3,2,3,0.6666666666666666,a83,a82,b81
custom,atm,empty,jaccard,8,3,3,1.0,a83,a84,b81
custom,atm,empty,jaccard,7,1,4,0.25,a84,a81,b81
custom,atm,empty,jaccard,14,3,5,0.6,a84,a82,b81
custom,atm,empty,jaccard,12,2,6,0.3333333333333333,a84,a83,b81
